Date,Size,Factory,Location,X,Y
2022-08-08,45',A3,LC55,285,954
2022-08-08,55',A2,LC51,1035,1301
2022-08-08,45',A3,LC51,1965,1573
2022-08-08,45',A4,LC51,284,1600
2022-08-08,45',A4,LC31,1292,1336
2022-08-08,35',A4,LC31,671,1012
2022-08-08,35',A4,LC45,1446,501
2022-08-08,45',A1,LC35,16,1068
2022-08-08,55',A2,LC31,1570,353
2022-08-08,55',A1,LC55,268,1482
2022-08-08,55',A4,LC45,497,1647
2022-08-08,35',A4,LC35,77,1472
2022-08-08,45',A2,LC51,5,870
2022-08-08,35',A4,LC51,829,529
2022-08-08,45',A1,LC45,476,1486
2022-08-08,55',A2,LC51,1309,1104
2022-08-08,45',A4,LC35,286,263
2022-08-08,45',A2,LC45,1755,700
2022-08-08,45',A3,LC35,420,1027
2022-08-08,45',A4,LC31,1051,520
2022-08-08,75',A2,LC45,121,1286
2022-08-08,45',A3,LC41,1937,1374
2022-08-08,35',A1,LC55,268,891
2022-08-08,35',A2,LC45,513,1591
2022-08-08,55',A4,LC35,806,1664
2022-08-08,55',A2,LC35,541,1059
2022-08-08,45',A1,LC45,786,1588
2022-08-08,45',A4,LC45,364,692
2022-08-08,45',A2,LC55,841,1216
2022-08-08,75',A2,LC45,2,878
2022-08-08,35',A2,LC51,1447,976
2022-08-08,45',A2,LC51,1883,1377
2022-08-08,45',A4,LC45,1384,699
2022-08-08,55',A3,LC45,11,683
2022-08-08,75',A2,LC31,1066,216
2022-08-08,55',A1,LC41,305,1105
2022-08-08,55',A4,LC45,950,1499
2022-08-08,45',A4,LC45,746,1500
2022-08-08,35',A4,LC45,915,1501
2022-08-08,35',A2,LC45,406,600
2022-08-08,55',A2,LC45,320,600
2022-08-08,45',A4,LC45,704,1500
2022-08-08,45',A4,LC51,1236,1501
2022-08-08,55',A4,LC55,1179,1500
2022-08-08,45',A3,LC31,907,405
2022-08-08,75',A4,LC45,274,1500
2022-08-08,75',A2,LC41,607,600
2022-08-08,55',A1,LC55,156,1097
2022-08-08,45',A2,LC41,606,600
2022-08-08,35',A2,LC45,345,606
2022-08-08,45',A3,LC45,157,399
2022-08-08,35',A4,LC41,1211,1501
2022-08-08,35',A1,LC41,302,1104
2022-08-08,75',A4,LC31,1210,1499
2022-08-08,55',A4,LC45,67,1499
2022-08-08,55',A4,LC41,1211,1499
2022-08-08,35',A4,LC35,77,1499
2022-08-08,55',A2,LC45,387,598
2022-08-08,35',A3,LC51,928,402
2022-08-08,45',A4,LC51,1236,1501
2022-08-08,55',A1,LC45,167,1102
2022-08-08,45',A4,LC55,718,1501
2022-08-08,45',A2,LC45,232,602
2022-08-08,55',A1,LC31,305,1104
2022-08-08,45',A3,LC31,906,401
2022-08-08,45',A4,LC45,384,1500
2022-08-08,45',A4,LC41,1214,1500
2022-08-08,35',A2,LC45,157,599
2022-08-08,35',A3,LC35,104,400
2022-08-08,55',A4,LC51,1237,1501
2022-08-08,55',A4,LC41,1208,1499
2022-08-08,55',A3,LC41,910,401
2022-08-08,45',A4,LC51,1235,1500
2022-08-08,55',A4,LC45,843,1501
2022-08-08,45',A3,LC41,908,402
2022-08-08,55',A4,LC35,859,1498
2022-08-08,55',A4,LC51,1234,1501
2022-08-08,45',A2,LC45,94,597
2022-08-08,55',A4,LC41,1214,1500
2022-08-08,45',A2,LC41,606,601
2022-08-08,75',A4,LC55,215,1501
2022-08-08,35',A2,LC35,382,600
2022-08-08,75',A4,LC55,422,1500
2022-08-08,55',A4,LC45,720,1500
2022-08-08,35',A4,LC35,600,1499
2022-08-08,75',A3,LC55,367,399
2022-08-08,45',A3,LC41,908,399
2022-08-08,45',A4,LC51,1236,1500
2022-08-08,45',A3,LC45,347,400
2022-08-08,55',A2,LC55,178,597
2022-08-08,45',A3,LC51,928,399
2022-08-08,55',A1,LC55,24,1098
2022-08-08,75',A3,LC35,491,400
2022-08-08,45',A4,LC45,879,1501
2022-08-08,35',A4,LC31,1213,1499
2022-08-08,35',A4,LC35,691,1500
2022-08-08,45',A2,LC45,209,598
2022-08-08,55',A2,LC51,616,599
2022-08-08,75',A4,LC41,1215,1501
2022-08-08,45',A2,LC51,617,601
2022-08-08,45',A2,LC51,615,601
2022-08-08,45',A2,LC45,563,605
2022-08-08,55',A4,LC35,449,1501
2022-08-08,45',A4,LC35,276,1500
2022-08-08,35',A1,LC31,303,1101
2022-08-08,45',A3,LC41,911,397
2022-08-08,45',A2,LC35,326,599
2022-08-08,35',A2,LC51,617,600
2022-08-08,35',A3,LC51,931,397
2022-08-08,35',A3,LC45,237,399
2022-08-08,35',A3,LC51,927,399
2022-08-08,35',A3,LC55,796,396
2022-08-08,55',A3,LC51,928,403
2022-08-08,55',A3,LC45,823,402
2022-08-08,35',A2,LC45,104,599
2022-08-08,45',A1,LC41,304,1099
2022-08-08,45',A3,LC45,455,406
2022-08-08,55',A3,LC45,196,402
2022-08-08,55',A2,LC45,322,600
2022-08-08,55',A4,LC41,1214,1501
2022-08-08,55',A1,LC41,303,1102
2022-08-08,35',A4,LC51,1235,1499
2022-08-08,55',A4,LC31,1212,1498
2022-08-08,35',A4,LC51,1233,1499
2022-08-08,35',A1,LC45,20,1100
2022-08-08,35',A2,LC41,605,599
2022-08-08,55',A4,LC55,819,1500
2022-08-08,45',A4,LC31,1214,1501
2022-08-08,45',A4,LC55,516,1499
2022-08-08,45',A4,LC51,1234,1499
2022-08-08,35',A2,LC35,347,602
2022-08-08,45',A2,LC45,130,600
2022-08-08,45',A1,LC31,300,1104
2022-08-08,45',A2,LC45,173,596
2022-08-08,45',A4,LC35,721,1500
2022-08-08,35',A1,LC31,304,1102
2022-08-08,55',A2,LC45,271,599
2022-08-08,35',A3,LC51,930,404
2022-08-08,45',A2,LC45,596,603
2022-08-08,45',A3,LC45,431,402
2022-08-08,55',A1,LC45,268,1101
2022-08-08,35',A4,LC55,39,1500
2022-08-08,45',A3,LC35,719,398
2022-08-08,35',A4,LC55,447,1499
2022-08-08,35',A2,LC41,608,598
2022-08-08,45',A4,LC45,147,1501
2022-08-08,55',A4,LC31,1212,1501
2022-08-08,35',A3,LC35,318,398
2022-08-08,55',A3,LC41,912,401
2022-08-08,35',A4,LC35,745,1501
2022-08-08,55',A2,LC45,488,598
2022-08-08,55',A4,LC51,1235,1500
2022-08-08,45',A4,LC35,296,1499
2022-08-08,35',A2,LC45,196,603
2022-08-08,55',A2,LC55,42,603
2022-08-08,45',A3,LC41,906,400
2022-08-08,45',A1,LC41,303,1099
2022-08-08,35',A4,LC31,1214,1500
2022-08-08,55',A3,LC41,910,400
2022-08-08,35',A2,LC51,618,600
2022-08-08,55',A4,LC41,1209,1500
2022-08-08,55',A4,LC35,1136,1499
2022-08-08,35',A3,LC41,909,400
2022-08-08,45',A3,LC41,907,402
2022-08-08,45',A2,LC31,605,599
2022-08-08,45',A4,LC41,1215,1501
2022-08-08,35',A1,LC31,302,1100
2022-08-08,35',A1,LC55,247,1099
2022-08-08,45',A2,LC41,607,601
2022-08-08,45',A4,LC51,1237,1501
2022-08-08,45',A1,LC31,306,1098
2022-08-08,45',A3,LC31,912,399
2022-08-08,45',A4,LC31,1208,1500
2022-08-08,45',A1,LC41,302,1101
2022-08-08,45',A1,LC51,305,1101
2022-08-08,55',A2,LC55,511,599
2022-08-08,45',A3,LC45,46,401
2022-08-08,75',A4,LC41,1214,1500
2022-08-08,45',A4,LC45,62,1500
2022-08-08,35',A4,LC45,1108,1501
2022-08-08,55',A4,LC51,1237,1499
2022-08-08,45',A2,LC35,385,601
2022-08-08,55',A4,LC55,706,1501
2022-08-08,45',A2,LC45,228,599
2022-08-08,35',A2,LC51,618,597
2022-08-08,45',A4,LC31,1210,1501
2022-08-08,35',A2,LC45,398,601
2022-08-08,45',A1,LC45,176,1100
2022-08-08,45',A3,LC41,907,399
2022-08-08,45',A1,LC35,246,1100
2022-08-09,55',A4,LC45,1133,284
2022-08-09,55',A2,LC35,695,976
2022-08-09,55',A4,LC45,543,148
2022-08-09,55',A2,LC51,99,315
2022-08-09,45',A2,LC45,758,1034
2022-08-09,75',A4,LC45,113,216
2022-08-09,35',A2,LC41,1010,1319
2022-08-09,45',A3,LC35,584,332
2022-08-09,55',A4,LC55,177,284
2022-08-09,45',A4,LC31,1712,320
2022-08-09,55',A2,LC51,446,825
2022-08-09,55',A1,LC51,352,1358
2022-08-09,55',A2,LC45,2,1060
2022-08-09,55',A4,LC45,677,569
2022-08-09,75',A3,LC45,749,1080
2022-08-09,75',A2,LC31,1474,1092
2022-08-09,55',A3,LC51,287,60
2022-08-09,35',A3,LC45,368,490
2022-08-09,55',A2,LC45,1188,1192
2022-08-09,35',A4,LC45,572,828
2022-08-09,35',A3,LC55,938,951
2022-08-09,35',A4,LC45,1232,1221
2022-08-09,45',A4,LC51,644,135
2022-08-09,45',A4,LC51,1096,1299
2022-08-09,35',A4,LC55,487,486
2022-08-09,35',A4,LC45,169,1279
2022-08-09,45',A4,LC51,1645,1249
2022-08-09,75',A3,LC35,212,1346
2022-08-09,55',A4,LC45,492,1052
2022-08-09,35',A2,LC35,811,975
2022-08-09,45',A4,LC35,1402,1440
2022-08-09,45',A2,LC35,162,716
2022-08-09,45',A2,LC45,255,500
2022-08-09,55',A4,LC35,192,366
2022-08-09,35',A3,LC45,822,1639
2022-08-09,75',A4,LC55,1335,1563
2022-08-09,35',A2,LC45,2,1343
2022-08-09,45',A3,LC41,1077,890
2022-08-09,45',A4,LC45,43,471
2022-08-09,55',A3,LC41,462,1622
2022-08-09,45',A4,LC45,948,1500
2022-08-09,55',A4,LC45,270,822
2022-08-09,55',A1,LC45,3,1240
2022-08-09,45',A4,LC41,878,1221
2022-08-09,55',A2,LC45,850,117
2022-08-09,45',A4,LC55,1271,1454
2022-08-09,45',A2,LC45,174,16
2022-08-09,55',A1,LC45,348,584
2022-08-09,45',A1,LC45,119,1597
2022-08-09,45',A3,LC35,136,1291
2022-08-09,55',A2,LC51,222,933
2022-08-09,45',A2,LC41,1597,272
2022-08-09,55',A3,LC31,119,1635
2022-08-09,45',A1,LC51,1966,564
2022-08-09,45',A3,LC55,11,643
2022-08-09,45',A4,LC35,95,119
2022-08-09,55',A4,LC45,327,390
2022-08-09,75',A3,LC45,475,1276
2022-08-09,35',A2,LC51,915,537
2022-08-09,45',A2,LC51,851,310
2022-08-09,45',A4,LC51,130,1280
2022-08-09,45',A2,LC41,1849,1090
2022-08-09,35',A3,LC31,1646,1257
2022-08-09,35',A4,LC45,218,724
2022-08-09,55',A2,LC51,1627,1521
2022-08-09,45',A2,LC51,954,510
2022-08-09,35',A4,LC55,540,1445
2022-08-09,45',A2,LC45,654,1481
2022-08-09,55',A2,LC55,858,911
2022-08-09,55',A3,LC41,1760,1531
2022-08-09,55',A4,LC41,1024,690
2022-08-09,55',A4,LC55,22,1356
2022-08-09,55',A4,LC45,201,363
2022-08-09,55',A4,LC51,1718,1350
2022-08-09,45',A4,LC41,847,598
2022-08-09,55',A2,LC31,578,595
2022-08-09,75',A2,LC45,885,1522
2022-08-09,45',A4,LC45,240,1497
2022-08-09,35',A2,LC31,1064,25
2022-08-09,55',A2,LC51,1779,1159
2022-08-09,45',A4,LC35,75,878
2022-08-09,45',A4,LC45,1284,1439
2022-08-09,35',A4,LC45,1003,991
2022-08-09,35',A2,LC51,713,382
2022-08-09,55',A4,LC51,813,1225
2022-08-09,55',A3,LC31,338,1395
2022-08-09,35',A1,LC41,612,1004
2022-08-09,45',A4,LC45,65,490
2022-08-09,75',A4,LC35,294,268
2022-08-09,55',A2,LC41,8,1200
2022-08-09,35',A3,LC41,1348,597
2022-08-09,45',A4,LC45,760,1106
2022-08-09,45',A3,LC41,1690,81
2022-08-09,45',A4,LC45,565,274
2022-08-09,35',A4,LC41,91,288
2022-08-09,45',A3,LC35,271,445
2022-08-09,55',A4,LC45,70,63
2022-08-09,45',A3,LC41,1024,729
2022-08-09,55',A4,LC45,74,71
2022-08-09,45',A2,LC41,1183,963
2022-08-09,55',A3,LC55,14,1183
2022-08-09,55',A1,LC45,1610,1330
2022-08-09,45',A4,LC41,1375,815
2022-08-09,45',A4,LC51,1492,850
2022-08-09,55',A2,LC45,274,589
2022-08-09,45',A2,LC55,307,450
2022-08-09,55',A2,LC35,189,868
2022-08-09,45',A3,LC51,1718,1219
2022-08-09,75',A4,LC31,1073,1510
2022-08-09,45',A1,LC45,16,670
2022-08-09,45',A2,LC51,1858,1298
2022-08-09,55',A3,LC45,911,1409
2022-08-09,55',A2,LC51,674,994
2022-08-09,55',A4,LC35,134,1348
2022-08-09,45',A2,LC45,357,41
2022-08-09,55',A4,LC45,39,801
2022-08-09,55',A3,LC31,1153,1044
2022-08-09,55',A3,LC45,39,496
2022-08-09,55',A4,LC45,850,1218
2022-08-09,35',A3,LC35,25,1248
2022-08-09,55',A2,LC45,807,1566
2022-08-09,35',A3,LC55,1205,972
2022-08-09,35',A2,LC45,248,1070
2022-08-09,55',A1,LC41,465,434
2022-08-09,55',A2,LC31,131,740
2022-08-09,45',A3,LC31,72,1570
2022-08-09,35',A2,LC45,1005,772
2022-08-09,35',A4,LC31,1513,342
2022-08-09,35',A2,LC55,549,1669
2022-08-09,55',A4,LC31,923,713
2022-08-09,45',A3,LC55,185,254
2022-08-09,55',A4,LC45,158,458
2022-08-09,55',A4,LC41,1546,175
2022-08-09,55',A1,LC35,692,1051
2022-08-09,45',A2,LC45,73,632
2022-08-09,45',A4,LC45,224,919
2022-08-09,35',A4,LC31,470,1367
2022-08-09,45',A2,LC31,1786,781
2022-08-09,45',A4,LC35,56,1248
2022-08-09,35',A3,LC55,736,1199
2022-08-09,45',A4,LC41,1093,264
2022-08-09,55',A3,LC45,570,1174
2022-08-09,45',A2,LC41,1399,335
2022-08-09,55',A4,LC45,761,138
2022-08-09,45',A3,LC41,606,185
2022-08-09,45',A4,LC45,277,967
2022-08-09,55',A4,LC41,480,1462
2022-08-09,75',A3,LC45,582,1135
2022-08-09,45',A2,LC51,1231,554
2022-08-09,35',A4,LC31,590,1425
2022-08-09,45',A2,LC45,152,744
2022-08-09,35',A3,LC45,519,1349
2022-08-09,75',A1,LC45,752,804
2022-08-09,75',A1,LC45,90,651
2022-08-09,45',A3,LC41,368,57
2022-08-09,55',A1,LC55,179,480
2022-08-09,45',A2,LC51,997,443
2022-08-09,55',A4,LC45,68,1386
2022-08-09,45',A2,LC45,406,965
2022-08-09,35',A2,LC45,499,1364
2022-08-09,35',A2,LC41,812,1663
2022-08-09,45',A4,LC35,134,1026
2022-08-09,55',A4,LC45,198,635
2022-08-09,45',A1,LC51,1413,323
2022-08-09,35',A2,LC51,1037,1270
2022-08-09,45',A2,LC45,1305,657
2022-08-09,55',A4,LC41,1527,667
2022-08-09,55',A3,LC45,237,784
2022-08-09,45',A4,LC55,1201,660
2022-08-09,35',A4,LC45,688,405
2022-08-09,55',A3,LC55,903,1184
2022-08-09,55',A4,LC45,564,170
2022-08-09,55',A4,LC45,1,531
2022-08-09,55',A1,LC45,12,801
2022-08-09,55',A3,LC51,902,808
2022-08-09,35',A2,LC35,546,1321
2022-08-09,35',A4,LC55,8,990
2022-08-09,45',A4,LC41,279,1414
2022-08-09,35',A2,LC55,84,1037
2022-08-09,35',A1,LC41,1261,1495
2022-08-09,55',A4,LC51,934,598
2022-08-09,45',A4,LC51,1166,665
2022-08-09,55',A2,LC31,1535,264
2022-08-09,45',A3,LC55,46,1145
2022-08-09,45',A2,LC35,981,432
2022-08-09,45',A3,LC41,301,1372
2022-08-09,55',A4,LC51,594,345
2022-08-09,75',A2,LC41,548,1586
2022-08-09,35',A3,LC45,861,1496
2022-08-09,75',A3,LC51,1628,1
2022-08-09,45',A3,LC45,30,104
2022-08-09,45',A2,LC41,1620,456
2022-08-09,45',A4,LC45,584,1144
2022-08-09,45',A4,LC41,42,169
2022-08-09,45',A3,LC41,1712,336
2022-08-09,45',A2,LC51,100,503
2022-08-09,75',A1,LC35,515,434
2022-08-09,55',A4,LC41,1165,1680
2022-08-09,55',A4,LC51,290,1089
2022-08-09,35',A4,LC41,1265,191
2022-08-09,45',A3,LC51,1462,1391
2022-08-09,55',A2,LC45,621,786
2022-08-09,45',A4,LC41,1497,933
2022-08-09,75',A4,LC45,57,917
2022-08-09,55',A4,LC41,57,1240
2022-08-09,55',A4,LC51,393,519
2022-08-09,35',A2,LC45,109,538
2022-08-09,55',A3,LC55,272,626
2022-08-09,45',A1,LC55,91,1165
2022-08-09,45',A4,LC31,569,161
2022-08-09,55',A2,LC45,137,1534
2022-08-09,35',A2,LC31,246,1087
2022-08-09,55',A3,LC55,1343,89
2022-08-09,35',A4,LC45,1445,1027
2022-08-09,55',A4,LC45,1318,1630
2022-08-09,35',A4,LC55,866,1665
2022-08-09,75',A3,LC55,391,483
2022-08-09,55',A3,LC51,85,727
2022-08-09,55',A2,LC41,107,418
2022-08-09,55',A2,LC45,943,338
2022-08-09,45',A4,LC51,1206,47
2022-08-09,55',A2,LC51,611,300
2022-08-09,55',A3,LC41,879,228
2022-08-09,55',A4,LC51,908,307
2022-08-09,35',A2,LC31,1125,1133
2022-08-09,55',A3,LC51,1849,333
2022-08-09,45',A2,LC41,600,1664
2022-08-09,45',A3,LC51,323,702
2022-08-09,75',A2,LC51,1818,550
2022-08-09,45',A2,LC51,965,494
2022-08-09,55',A2,LC45,187,865
2022-08-09,55',A2,LC55,1096,1275
2022-08-09,45',A3,LC45,314,986
2022-08-09,35',A4,LC41,904,1079
2022-08-09,55',A1,LC55,833,875
2022-08-09,35',A4,LC41,1027,1408
2022-08-09,45',A2,LC45,402,1115
2022-08-09,55',A1,LC45,999,630
2022-08-09,35',A2,LC51,380,129
2022-08-09,45',A3,LC51,509,154
2022-08-09,45',A4,LC41,53,582
2022-08-09,75',A2,LC45,577,686
2022-08-09,55',A4,LC55,1427,1370
2022-08-09,55',A3,LC41,450,329
2022-08-09,55',A3,LC45,587,1405
2022-08-09,45',A3,LC51,506,76
2022-08-09,35',A4,LC45,757,1110
2022-08-09,55',A3,LC31,333,1105
2022-08-09,35',A4,LC31,119,1490
2022-08-09,55',A3,LC45,1046,162
2022-08-09,45',A4,LC45,891,522
2022-08-09,45',A3,LC41,526,551
2022-08-09,45',A4,LC35,43,780
2022-08-09,45',A4,LC55,280,369
2022-08-09,45',A4,LC51,128,1173
2022-08-09,35',A1,LC51,1406,513
2022-08-09,45',A2,LC45,833,744
2022-08-09,45',A2,LC31,222,468
2022-08-09,35',A3,LC41,1779,301
2022-08-09,45',A2,LC45,808,994
2022-08-09,55',A2,LC55,137,1146
2022-08-09,55',A4,LC51,906,1569
2022-08-09,55',A2,LC31,524,610
2022-08-09,75',A1,LC55,368,1137
2022-08-09,55',A3,LC51,1890,255
2022-08-09,45',A3,LC35,676,1450
2022-08-09,55',A4,LC45,882,33
2022-08-09,45',A4,LC45,73,1421
2022-08-09,35',A3,LC41,35,742
2022-08-09,35',A4,LC41,1871,699
2022-08-09,45',A4,LC45,980,1310
2022-08-09,55',A3,LC51,1527,88
2022-08-09,35',A4,LC45,26,496
2022-08-09,45',A1,LC45,195,925
2022-08-09,45',A2,LC45,112,1383
2022-08-09,45',A3,LC45,21,1607
2022-08-09,55',A2,LC51,670,1045
2022-08-09,55',A4,LC35,33,153
2022-08-09,35',A3,LC35,14,264
2022-08-09,45',A3,LC51,503,1558
2022-08-09,55',A2,LC41,1815,1616
2022-08-09,55',A4,LC41,1786,850
2022-08-09,35',A2,LC35,740,209
2022-08-09,45',A1,LC51,26,21
2022-08-09,45',A2,LC41,1224,966
2022-08-09,45',A4,LC51,99,1604
2022-08-09,75',A4,LC41,1589,1074
2022-08-09,45',A4,LC35,177,1394
2022-08-09,35',A4,LC41,1013,516
2022-08-09,45',A2,LC45,228,1049
2022-08-09,35',A3,LC55,246,1065
2022-08-09,35',A2,LC31,518,416
2022-08-09,45',A2,LC51,1716,1065
2022-08-09,35',A3,LC51,270,1345
2022-08-09,35',A4,LC51,50,531
2022-08-09,55',A2,LC51,1401,510
2022-08-09,45',A4,LC45,833,1383
2022-08-09,55',A3,LC45,1171,1335
2022-08-09,35',A2,LC55,278,88
2022-08-09,55',A4,LC45,630,813
2022-08-09,45',A3,LC45,76,1189
2022-08-09,55',A4,LC31,1715,1111
2022-08-09,75',A3,LC51,1776,108
2022-08-09,45',A3,LC31,1493,1284
2022-08-09,45',A1,LC31,1689,115
2022-08-09,75',A3,LC45,885,1583
2022-08-09,35',A3,LC51,1655,202
2022-08-09,35',A4,LC45,893,1085
2022-08-09,45',A4,LC45,101,33
2022-08-09,35',A2,LC31,509,1331
2022-08-09,35',A1,LC41,1054,218
2022-08-09,55',A4,LC31,1340,1315
2022-08-09,45',A3,LC45,113,322
2022-08-09,35',A2,LC35,45,671
2022-08-09,35',A4,LC35,228,881
2022-08-09,75',A1,LC35,258,131
2022-08-09,45',A4,LC45,125,580
2022-08-09,75',A3,LC51,378,349
2022-08-09,55',A3,LC41,655,480
2022-08-09,45',A4,LC41,1054,936
2022-08-09,75',A4,LC41,1448,1671
2022-08-09,55',A4,LC41,1012,356
2022-08-09,35',A2,LC31,436,465
2022-08-09,45',A1,LC31,509,136
2022-08-09,35',A1,LC35,722,1351
2022-08-09,35',A1,LC55,1413,452
2022-08-09,45',A3,LC51,1902,189
2022-08-09,35',A4,LC31,1920,945
2022-08-09,55',A4,LC45,594,1562
2022-08-09,55',A4,LC45,837,836
2022-08-09,35',A3,LC35,180,1372
2022-08-09,55',A2,LC51,1309,1628
2022-08-09,75',A3,LC55,1166,1502
2022-08-09,45',A4,LC51,1359,543
2022-08-09,45',A1,LC51,1960,1285
2022-08-09,45',A4,LC45,1042,418
2022-08-09,45',A4,LC31,1592,1074
2022-08-09,45',A4,LC35,97,151
2022-08-09,45',A2,LC35,305,976
2022-08-09,55',A4,LC55,47,1072
2022-08-09,55',A4,LC35,1459,306
2022-08-09,35',A2,LC41,1905,1495
2022-08-09,35',A4,LC41,689,1120
2022-08-09,55',A2,LC55,194,1218
2022-08-09,75',A4,LC41,105,1082
2022-08-09,45',A4,LC35,816,393
2022-08-09,55',A2,LC45,600,1465
2022-08-09,45',A1,LC51,1923,864
2022-08-09,35',A4,LC41,1384,1279
2022-08-09,35',A2,LC45,783,11
2022-08-09,45',A3,LC45,193,507
2022-08-09,45',A2,LC51,1248,372
2022-08-09,55',A3,LC35,644,491
2022-08-09,45',A2,LC45,523,1100
2022-08-09,55',A2,LC31,92,1019
2022-08-09,45',A2,LC45,1111,1106
2022-08-09,45',A4,LC45,848,432
2022-08-09,35',A2,LC55,505,62
2022-08-09,45',A3,LC41,490,342
2022-08-09,35',A3,LC45,1435,1189
2022-08-09,45',A4,LC45,621,1360
2022-08-09,45',A3,LC41,1693,712
2022-08-09,45',A4,LC45,395,1547
2022-08-09,55',A3,LC51,205,385
2022-08-09,35',A4,LC51,1590,1475
2022-08-09,35',A2,LC45,953,862
2022-08-09,35',A4,LC55,39,1525
2022-08-09,35',A4,LC55,749,774
2022-08-09,45',A4,LC55,137,1132
2022-08-09,55',A2,LC51,935,4
2022-08-09,75',A2,LC45,70,1137
2022-08-09,75',A3,LC31,1560,759
2022-08-09,55',A4,LC35,1283,1031
2022-08-09,45',A4,LC41,179,1160
2022-08-09,55',A4,LC31,1081,338
2022-08-09,45',A4,LC51,412,100
2022-08-09,55',A2,LC45,1167,3
2022-08-09,35',A4,LC35,297,242
2022-08-09,45',A3,LC45,632,39
2022-08-09,55',A4,LC41,1429,862
2022-08-09,45',A1,LC41,70,320
2022-08-09,55',A4,LC45,336,285
2022-08-09,45',A1,LC51,652,1570
2022-08-09,45',A2,LC35,301,1289
2022-08-09,45',A3,LC41,456,621
2022-08-09,35',A4,LC45,1359,1364
2022-08-09,45',A4,LC31,21,1061
2022-08-09,35',A2,LC41,42,1104
2022-08-09,35',A3,LC41,247,1096
2022-08-09,55',A4,LC51,1164,380
2022-08-09,55',A1,LC55,15,1593
2022-08-09,75',A3,LC51,64,1391
2022-08-09,75',A4,LC41,1043,318
2022-08-09,55',A4,LC41,467,246
2022-08-09,45',A2,LC55,60,1662
2022-08-09,45',A1,LC41,1319,1444
2022-08-09,45',A4,LC45,224,454
2022-08-09,45',A3,LC35,608,168
2022-08-09,45',A4,LC45,1050,1217
2022-08-09,75',A1,LC31,537,1664
2022-08-09,75',A2,LC35,207,226
2022-08-09,45',A2,LC51,790,1087
2022-08-09,75',A3,LC51,621,1094
2022-08-09,35',A3,LC51,1046,374
2022-08-09,55',A4,LC45,71,559
2022-08-09,35',A2,LC51,1870,1202
2022-08-09,75',A1,LC31,47,501
2022-08-09,35',A4,LC35,1015,1177
2022-08-09,55',A2,LC45,1025,1576
2022-08-09,35',A4,LC51,1404,993
2022-08-09,55',A2,LC41,1356,496
2022-08-09,75',A4,LC41,624,1285
2022-08-09,35',A2,LC45,951,334
2022-08-09,45',A3,LC45,415,1306
2022-08-09,35',A4,LC45,722,1149
2022-08-09,45',A4,LC55,274,893
2022-08-09,45',A1,LC35,651,1036
2022-08-09,45',A4,LC51,1942,1008
2022-08-09,35',A2,LC51,1295,829
2022-08-09,35',A2,LC45,1521,166
2022-08-09,45',A2,LC35,207,917
2022-08-09,35',A1,LC41,1924,1266
2022-08-09,45',A4,LC51,987,1279
2022-08-09,45',A2,LC41,1427,871
2022-08-09,55',A3,LC45,461,1673
2022-08-09,55',A3,LC55,200,475
2022-08-09,55',A3,LC45,216,1019
2022-08-09,75',A4,LC51,133,1010
2022-08-09,45',A4,LC45,474,460
2022-08-09,55',A4,LC31,190,900
2022-08-09,45',A2,LC45,1209,189
2022-08-09,45',A4,LC45,1388,1398
2022-08-09,45',A4,LC45,62,1430
2022-08-09,35',A4,LC31,232,1471
2022-08-09,55',A1,LC55,170,186
2022-08-09,35',A2,LC35,31,969
2022-08-09,45',A1,LC51,1035,995
2022-08-09,45',A1,LC41,492,316
2022-08-09,35',A3,LC35,593,1339
2022-08-09,55',A3,LC45,910,148
2022-08-09,55',A1,LC35,97,750
2022-08-09,35',A2,LC51,1956,1271
2022-08-09,55',A2,LC51,1402,653
2022-08-09,45',A2,LC35,49,35
2022-08-09,35',A2,LC45,8,682
2022-08-09,35',A4,LC45,38,191
2022-08-09,55',A4,LC51,1868,898
2022-08-09,55',A2,LC45,812,455
2022-08-09,45',A4,LC51,1858,594
2022-08-09,45',A2,LC41,45,86
2022-08-09,55',A2,LC55,19,293
2022-08-09,35',A3,LC55,171,1642
2022-08-09,35',A2,LC31,718,40
2022-08-09,45',A4,LC45,760,587
2022-08-09,55',A4,LC51,1125,1613
2022-08-09,45',A4,LC55,762,1489
2022-08-09,45',A2,LC51,1608,369
2022-08-09,55',A4,LC45,543,588
2022-08-09,45',A4,LC41,947,1360
2022-08-09,55',A4,LC51,757,1419
2022-08-09,75',A4,LC45,615,623
2022-08-09,55',A3,LC45,170,816
2022-08-09,55',A4,LC51,1290,429
2022-08-09,35',A4,LC45,355,689
2022-08-09,45',A4,LC45,146,359
2022-08-09,75',A4,LC55,1010,1387
2022-08-09,45',A4,LC31,247,60
2022-08-09,45',A3,LC41,394,1374
2022-08-09,55',A3,LC51,754,1664
2022-08-09,45',A3,LC55,1450,627
2022-08-09,35',A3,LC41,1127,1043
2022-08-09,55',A4,LC35,280,1353
2022-08-09,55',A2,LC41,366,608
2022-08-09,75',A1,LC51,853,536
2022-08-09,75',A2,LC55,403,513
2022-08-09,75',A1,LC45,294,1282
2022-08-09,55',A2,LC51,64,442
2022-08-09,55',A3,LC45,445,403
2022-08-09,55',A3,LC41,58,1524
2022-08-09,55',A2,LC45,133,1572
2022-08-09,55',A2,LC41,818,1647
2022-08-09,45',A1,LC41,1328,694
2022-08-09,45',A4,LC45,836,488
2022-08-09,35',A4,LC45,20,1219
