Created Date,Fault Name,Fault Type,Is Fault?,Part Name,Tootlip Text,Vehicle ID
2020-03-27,Radius,Form,0,Front Wheel,0,3D7LP2ET2AG960950
2020-03-13,Radius,Form,0,Fuel Cap Cover,0,JN8AZ2NC1B9398881
2020-03-17,Radius,Form,0,Fuel Cap Cover,0,WVWAN7AN8EE932384
2020-03-02,Radius,Form,0,Large Body Part,0,19UYA42782A561742
2020-03-12,Radius,Form,0,Large Body Part,0,TRUUT28N341689008
2020-04-27,Radius,Form,0,Large Body Part,0,SCFFDCCD4CG448365
2020-04-10,Radius,Form,0,Light 1,0,4T1BF1FK4EU104041
2020-03-01,Radius,Form,0,Light 2,0,WVGDF9BP7ED939804
2020-03-10,Radius,Form,0,Light 2,0,1FMJK1HT2FE543695
2020-03-22,Radius,Form,0,Light 2,0,19UUA862X9A210300
2020-04-08,Radius,Form,0,Rear Bumper,0,1FTSW2B56AE216934
2020-03-10,Radius,Form,0,Rear Lower Body Part,0,WA1LFAFP4DA546770
2020-03-31,Radius,Form,0,Rear Upper Body Part,0,2HNYD18811H059136
2020-04-22,Radius,Form,0,Rear Upper Body Part,0,4T1BD1EB8EU593101
2020-04-26,Radius,Form,0,Rear Upper Body Part,0,WAUAFAFLXFN413112
2020-04-19,Radius,Form,0,Rear Wheels,0,WAUEH78E77A214525
2020-04-08,Radius,Form,0,Rear Window,0,JTHBW1GG7F2352925
2020-04-16,Radius,Form,0,Rear Window,0,2G4GR5ECXB9298811
2020-04-20,Radius,Form,0,Rear Window,0,55SWF4JB0FU230369
2020-04-06,Radius,Form,0,Side Front Body,0,JTHBK1EG8C2477989
2020-03-03,Radius,Form,0,Side Grill,0,3C6JD6DT8CG655532
2020-03-12,Radius,Form,0,Side Grill,0,WAULFAFRXBA456119
2020-03-15,Radius,Form,0,Side Grill,0,3N1CE2CP0EL094431
2020-03-26,Radius,Form,0,Skirt,0,JHMZE2H78ES450303
2020-04-24,Radius,Form,0,Skirt,0,JN8AZ2KR4ET025320
2020-04-06,Radius,Form,0,Windows,0,1LNHL9DR5CG182020
2020-03-12,Radius,Form,0,Windscreen,0,5NPDH4AE0FH301214
2020-04-29,Radius,Form,0,Windscreen,0,5N1AN0NU0AC919185
2020-03-24,Radius,Form,0,Wing Mirror,0,1GYS4JEF0CR042937
2020-03-31,Radius,Form,0,Door Handle,0,1C4RDHEG9DC886677
2020-04-03,Crack,Form,0,Door,0,1N6AA0EC0FN355781
2020-04-18,Crack,Form,0,Door,0,1N6AF0KY3FN353220
2020-03-15,Crack,Form,0,Exhaust,0,WAUAH94F28N276756
2020-03-19,Crack,Form,0,Exhaust,0,WA1LFBFP1BA043300
2020-03-21,Crack,Form,0,Front Wheel,0,1GYS4FEJ5CR151167
2020-04-09,Crack,Form,0,Front Wheel,0,SCFEBBAKXEG099342
2020-04-14,Crack,Form,0,Front Wheel,0,1FTMF1E88AK716930
2020-04-10,Crack,Form,0,Fuel Cap Cover,0,WA1CYBFE9AD774479
2020-04-04,Crack,Form,0,Large Body Part,0,3VW507AT7FM857202
2020-04-12,Crack,Form,0,Large Body Part,0,WAUFGAFC7EN605489
2020-03-08,Crack,Form,0,Light 1,0,WAUBF78E98A165452
2020-03-18,Crack,Form,0,Light 1,0,3D7TP2CT9AG443440
2020-03-19,Crack,Form,0,Light 2,0,19XFB4F22EE986697
2020-03-23,Crack,Form,0,Light 2,0,JM1NC2JF0B0760816
2020-03-27,Crack,Form,0,Light 2,0,1G6AH5RX4D0375957
2020-03-04,Crack,Form,0,Rear Bumper,0,2HNYD2H30DH440118
2020-03-18,Crack,Form,0,Rear Bumper,0,WAUJGBFC1DN714979
2020-04-11,Crack,Form,0,Rear Bumper,0,3D7TT2CT5BG350220
2020-04-14,Crack,Form,0,Rear Bumper,0,WAUDF98E85A567141
2020-03-20,Crack,Form,0,Rear Light,0,WBA3B1C55EK491985
2020-03-24,Crack,Form,0,Rear Light,0,1N6AA0EC0DN246508
2020-04-14,Crack,Form,0,Rear Light,0,1FTEX1CM6BK911153
2020-04-16,Crack,Form,0,Rear Light,0,WUARL48H54K911275
2020-03-09,Crack,Form,0,Rear Lower Body Part,0,5TFCW5F13CX091107
2020-04-01,Crack,Form,0,Rear Lower Body Part,0,3CZRE3H51BG595783
2020-04-25,Crack,Form,0,Rear Lower Body Part,0,JM1DE1KY2E0945034
2020-03-21,Crack,Form,0,Rear Wheels,0,JTEBU5JR0D5488832
2020-04-17,Crack,Form,0,Rear Wheels,0,KMHCT4AE2EU464201
2020-03-11,Crack,Form,0,Rear Window,0,1G6AZ5S31F0177411
2020-03-29,Crack,Form,0,Rear Window,0,1C3BC2EB3BN687328
2020-03-31,Crack,Form,0,Rear Window,0,WA1CGAFE8CD023809
2020-03-12,Crack,Form,0,Side Front Body,0,1YVHZ8BA3A5336365
2020-04-13,Crack,Form,0,Side Front Body,0,WBAKN9C54ED344658
2020-04-28,Crack,Form,0,Side Front Body,0,WBAYE0C54ED433443
2020-04-11,Crack,Form,0,Side Grill,0,YV126MFD5F1063133
2020-04-14,Crack,Form,0,Side Grill,0,WAUBGAFB5BN200037
2020-04-14,Crack,Form,0,Side Grill,0,WAUBGAFB5BN200038
2020-04-23,Crack,Form,0,Side Grill,0,2G61R5S30F9505617
2020-03-23,Crack,Form,0,Skirt,0,WVGAV7AX4CW246637
2020-04-19,Crack,Form,0,Skirt,0,WBABD53405P164014
2020-03-23,Crack,Form,0,Spoiler,0,2G4WD552061676270
2020-04-17,Crack,Form,0,Spoiler,0,1G6AT5S35F0266965
2020-03-08,Crack,Form,0,Windows,0,YV1902FH6B2201032
2020-03-11,Crack,Form,0,Windows,0,2B3CA8CT5AH297103
2020-03-17,Crack,Form,0,Windows,0,WAULC68E53A869972
2020-03-28,Crack,Form,0,Windscreen,0,SCBCR73W79C091228
2020-04-14,Crack,Form,0,Windscreen,0,SCFEDCAD0CG656449
2020-04-18,Crack,Form,0,Windscreen,0,WBSBL93466P686329
2020-03-13,Crack,Form,0,Wing Mirror,0,1G4HR57Y87U214704
2020-03-09,Crack,Form,0,Door Handle,0,ZHWGU5BR7EL464069
2020-03-30,Apeture Size,Form,0,Door,0,2T2BK1BA8EC096919
2020-03-20,Apeture Size,Form,0,Exhaust,0,WDDGF4HB7EG067872
2020-04-21,Apeture Size,Form,0,Exhaust,0,1G6DK5EG8A0355968
2020-03-31,Apeture Size,Form,0,Front Wheel,0,WBA3T7C59F5533784
2020-04-21,Apeture Size,Form,0,Front Wheel,0,1C3CCBBBXCN054111
2020-04-10,Apeture Size,Form,0,Fuel Cap Cover,0,KL4CJDSB8DB736429
2020-03-24,Apeture Size,Form,0,Large Body Part,0,WBA3R1C53EF704887
2020-03-12,Apeture Size,Form,0,Light 1,0,3C4PDCDG4ET825559
2020-04-11,Apeture Size,Form,0,Light 1,0,KL4CJBSB5DB395284
2020-04-25,Apeture Size,Form,0,Light 1,0,WAUXL68E24A819145
2020-03-19,Apeture Size,Form,0,Light 2,0,3VW4A7AT8DM420573
2020-03-09,Apeture Size,Form,0,Rear Bumper,0,1G6DE8EG8A0777263
2020-04-14,Apeture Size,Form,0,Rear Bumper,0,3VWML7AJXDM199485
2020-03-05,Apeture Size,Form,0,Rear Light,0,4T3BA3BB0EU669913
2020-04-15,Apeture Size,Form,0,Rear Light,0,1VWAS7A38FC820928
2020-04-24,Apeture Size,Form,0,Rear Light,0,1FTNF1E83AK146890
2020-04-26,Apeture Size,Form,0,Rear Light,0,WAUDH98E76A728882
2020-03-15,Apeture Size,Form,0,Rear Lower Body Part,0,3D7TT2CT4AG254304
2020-03-31,Apeture Size,Form,0,Rear Upper Body Part,0,WAUDL64F25N545215
2020-03-16,Apeture Size,Form,0,Rear Wheels,0,3D4PH9FGXBT901336
2020-03-21,Apeture Size,Form,0,Rear Wheels,0,WAUVVAFR6BA903489
2020-03-31,Apeture Size,Form,0,Rear Wheels,0,WBANN73537B478237
2020-03-08,Apeture Size,Form,0,Rear Window,0,5UXKU6C54F0340959
2020-04-21,Apeture Size,Form,0,Rear Window,0,1G6DC1ED4B0287987
2020-04-22,Apeture Size,Form,0,Rear Window,0,1FADP5BU4DL940130
2020-03-10,Apeture Size,Form,0,Side Front Body,0,YV140MEAXF1747502
2020-03-21,Apeture Size,Form,0,Side Front Body,0,KMHFC4DF0BA666839
2020-04-20,Apeture Size,Form,0,Side Grill,0,WBAUP7C59CV876664
2020-04-06,Apeture Size,Form,0,Skirt,0,SAJWA0FB7BL881573
2020-04-19,Apeture Size,Form,0,Skirt,0,1G4HD57206U030530
2020-03-29,Apeture Size,Form,0,Windows,0,JH4DC54875S981444
2020-03-03,Apeture Size,Form,0,Windscreen,0,WUARL48H87K909508
2020-03-30,Apeture Size,Form,0,Windscreen,0,WAURGAFD2EN010233
2020-04-07,Apeture Size,Form,0,Windscreen,0,WVGAV7AX5FW672454
2020-04-16,Apeture Size,Form,0,Windscreen,0,WDDHF5KB0FB792716
2020-03-05,Apeture Size,Form,0,Wing Mirror,0,1G6KD57Y36U675528
2020-04-24,Apeture Size,Form,0,Wing Mirror,0,3VWML7AJ0DM225303
2020-04-28,Apeture Size,Form,0,Door Handle,0,WAUCVAFRXBA031647
2020-03-11,Overall Dimensions,Form,0,Bonite,0,JTDZN3EU9FJ057466
2020-03-11,Overall Dimensions,Form,0,Bonite,0,1C4NJPBAXFD880451
2020-04-13,Overall Dimensions,Form,0,Door,0,1G4PT5SV6F4183056
2020-03-07,Overall Dimensions,Form,0,Exhaust,0,1FTSW2A51AE993572
2020-03-19,Overall Dimensions,Form,0,Exhaust,0,1N4AA5AP8BC572516
2020-03-20,Overall Dimensions,Form,0,Exhaust,0,WBSDE93482C338519
2020-03-21,Overall Dimensions,Form,0,Exhaust,0,WAUUL78E75A351469
2020-03-27,Overall Dimensions,Form,0,Front Wheel,0,WAUVC58E93A813827
2020-04-14,Overall Dimensions,Form,0,Fuel Cap Cover,0,JH4KA96682C586582
2020-03-09,Overall Dimensions,Form,0,Large Body Part,0,WBAVL1C5XDV168518
2020-03-13,Overall Dimensions,Form,0,Large Body Part,0,WAUXL68E44A808020
2020-03-24,Overall Dimensions,Form,0,Large Body Part,0,WAUSH78E06A543181
2020-03-07,Overall Dimensions,Form,0,Light 2,0,WAUAF48H27K654921
2020-03-21,Overall Dimensions,Form,0,Rear Bumper,0,5UXZV4C50CL640282
2020-04-06,Overall Dimensions,Form,0,Rear Bumper,0,5UXFG8C59EL418895
2020-03-13,Overall Dimensions,Form,0,Rear Light,0,WBA1J9C52FV285371
2020-04-23,Overall Dimensions,Form,0,Rear Light,0,1GYS4CKJ0FR649140
2020-03-30,Overall Dimensions,Form,0,Rear Upper Body Part,0,JHMZE2H59DS725917
2020-03-30,Overall Dimensions,Form,0,Rear Wheels,0,1FTEX1CM2CF085265
2020-03-01,Overall Dimensions,Form,0,Rear Window,0,WBAVB33546A034547
2020-04-19,Overall Dimensions,Form,0,Rear Window,0,JTDJTUD36DD090776
2020-04-18,Overall Dimensions,Form,0,Side Front Body,0,4T3BA3BB7FU464977
2020-04-26,Overall Dimensions,Form,0,Side Front Body,0,1GKS1AEC3FR304186
2020-04-27,Overall Dimensions,Form,0,Side Grill,0,WAUAC68D41A357194
2020-03-20,Overall Dimensions,Form,0,Spoiler,0,5GAKRCKD6EJ093335
2020-04-05,Overall Dimensions,Form,0,Spoiler,0,JN1CV6EK9DM649387
2020-04-21,Overall Dimensions,Form,0,Spoiler,0,JM1CR2W32A0309373
2020-03-18,Overall Dimensions,Form,0,Windows,0,WAUBFAFL0EA093583
2020-04-01,Overall Dimensions,Form,0,Windscreen,0,1GKUCEEF2AR517918
2020-03-13,Overall Dimensions,Form,0,Wing Mirror,0,KNAFU5A2XD5684251
2020-03-27,Overall Dimensions,Form,0,Wing Mirror,0,WAUFFBFL5CA516159
2020-03-17,Overall Dimensions,Form,0,Door Handle,0,3C3CFFHH0FT028664
2020-04-09,Overall Dimensions,Form,0,Door Handle,0,JM1NC2JF6C0360762
2020-04-17,Overall Dimensions,Form,0,Door Handle,0,WAUWG74F39N843118
2020-04-10,Contraction,Form,0,Bonite,0,5N1AZ2MG9FN772355
2020-03-29,Contraction,Form,0,Door,0,WAUDF78E48A918362
2020-04-06,Contraction,Form,0,Door,0,WAULT68E54A570290
2020-03-09,Contraction,Form,0,Front Wheel,0,WBALW7C58DD372838
2020-04-13,Contraction,Form,0,Front Wheel,0,2C3CDYAG0CH303182
2020-03-16,Contraction,Form,0,Fuel Cap Cover,0,JH4CL96836C462354
2020-03-24,Contraction,Form,0,Fuel Cap Cover,0,WAUHF78P69A592505
2020-04-05,Contraction,Form,0,Large Body Part,0,JTEBU5JR3E5221055
2020-04-06,Contraction,Form,0,Light 1,0,JN1BJ0HR9EM261980
2020-04-19,Contraction,Form,0,Light 1,0,WAULT68E62A319775
2020-04-19,Contraction,Form,0,Light 1,0,WAULT68E62A319776
2020-03-12,Contraction,Form,0,Light 2,0,WAUSF78E57A645843
2020-04-06,Contraction,Form,0,Light 2,0,YV126MFD4F2730915
2020-03-01,Contraction,Form,0,Rear Bumper,0,SCFAD02A55G496721
2020-03-05,Contraction,Form,0,Rear Bumper,0,JH4CU2F65DC175873
2020-03-14,Contraction,Form,0,Rear Bumper,0,WBAPK53569A758572
2020-04-25,Contraction,Form,0,Rear Bumper,0,WA1CMBFP7FA791092
2020-03-23,Contraction,Form,0,Rear Light,0,WAUHGBFC1EN680168
2020-04-21,Contraction,Form,0,Rear Light,0,WBSCL93411L834259
2020-04-26,Contraction,Form,0,Rear Light,0,JM1BL1K54B1629451
2020-03-17,Contraction,Form,0,Rear Lower Body Part,0,JN8AZ1MU6EW561602
2020-03-29,Contraction,Form,0,Rear Lower Body Part,0,WAUKH98E27A691524
2020-03-16,Contraction,Form,0,Rear Upper Body Part,0,2C3CDZBGXFH142963
2020-03-21,Contraction,Form,0,Rear Wheels,0,WAULFAFHXDN850643
2020-03-17,Contraction,Form,0,Rear Window,0,WA1VMAFE4FD829622
2020-04-22,Contraction,Form,0,Rear Window,0,5N1AA0NE4EN435731
2020-04-19,Contraction,Form,0,Side Front Body,0,YV4952CF2B1703355
2020-03-25,Contraction,Form,0,Side Grill,0,1D7RV1CT6AS590950
2020-03-29,Contraction,Form,0,Side Grill,0,WAULFAFR4AA852626
2020-03-31,Contraction,Form,0,Skirt,0,1FTEW1E81AF316060
2020-04-19,Contraction,Form,0,Skirt,0,WBANB33545C236534
2020-04-20,Contraction,Form,0,Spoiler,0,3VWPG3AG2AM929027
2020-04-17,Contraction,Form,0,Windows,0,WAUGL78E85A367287
2020-03-05,Contraction,Form,0,Wing Mirror,0,WAULFAFH7DN636743
2020-04-14,Contraction,Form,0,Wing Mirror,0,WBSWD935X8P777565
2020-03-28,Contraction,Form,0,Door Handle,0,WBAKB83529C983927
2020-04-21,Contraction,Form,0,Door Handle,0,WAUSH98E57A406976
2020-03-09,Radius,Form,0,Bonite,0,1G6DV8EP5E0105098
2020-04-05,Radius,Form,0,Bonite,0,WP1AB2A29FL629544
2020-04-14,Radius,Form,0,Bonite,0,2T1BU4EE0DC353083
2020-04-02,Radius,Form,0,Door,0,WAUKG58E45A970966
2020-04-27,Radius,Form,0,Door,0,5TFCW5F11BX233002
2020-03-16,Radius,Form,0,Exhaust,0,3GYVKMEF1AG154986
2020-03-18,Radius,Form,0,Exhaust,0,JM1DE1HY1B0382867
2020-04-27,Radius,Form,0,Exhaust,0,3GYT4NEF0DG689240
2020-04-19,Radius,Form,0,Front Wheel,0,WA1DGBFP0DA077264
2020-04-27,Radius,Form,0,Front Wheel,0,2C4RDGCG2ER715260
2020-03-05,Radius,Form,0,Fuel Cap Cover,0,1GYS4GKJ0FR874701
2020-03-07,Radius,Form,0,Fuel Cap Cover,0,WBAXH5C52CC238282
2020-03-23,Radius,Form,0,Fuel Cap Cover,0,KNDPB3A27C7708378
2020-04-13,Radius,Form,0,Fuel Cap Cover,0,KMHHT6KD0CU041332
2020-04-08,Radius,Form,0,Large Body Part,0,WBAWL73517P203222
2020-04-17,Radius,Form,0,Large Body Part,0,1G6AT5S3XF0305016
2020-04-16,Radius,Form,0,Light 1,0,1ZVBP8AMXE5998461
2020-03-01,Radius,Form,0,Light 2,0,JHMZE2H34ES589499
2020-04-04,Radius,Form,0,Light 2,0,1GYS3EEJ6BR083683
2020-04-28,Radius,Form,0,Light 2,0,2T1KU4EEXBC303241
2020-03-06,Radius,Form,0,Rear Bumper,0,YV1902FH6D2287090
2020-03-25,Radius,Form,0,Rear Bumper,0,SCFFDAAEXCG505572
2020-04-05,Radius,Form,0,Rear Bumper,0,WBACN53411L070436
2020-04-16,Radius,Form,0,Rear Bumper,0,SAJWA4DC3DM803579
2020-04-16,Radius,Form,0,Rear Bumper,0,3C3CFFHH5DT826560
2020-04-17,Radius,Form,0,Rear Bumper,0,WAUDFAFL1FN387058
2020-04-02,Radius,Form,0,Rear Light,0,4T1BD1FK7CU620235
2020-04-02,Radius,Form,0,Rear Light,0,JH4CU2F68AC475175
2020-03-02,Radius,Form,0,Rear Lower Body Part,0,WVGEF9BP4ED199360
2020-04-16,Radius,Form,0,Rear Lower Body Part,0,WBAUT9C57CA009438
2020-03-01,Radius,Form,0,Rear Upper Body Part,0,WAUEKAFB6BN405698
2020-04-05,Radius,Form,0,Rear Upper Body Part,0,1GD11ZCG8CF239260
2020-03-15,Radius,Form,0,Rear Wheels,0,4T1BF3EK8AU505910
2020-03-16,Radius,Form,0,Rear Wheels,0,JN1AV7APXFM814493
2020-04-13,Radius,Form,0,Rear Wheels,0,4JGDA2EB0CA631460
2020-04-15,Radius,Form,0,Rear Wheels,0,3D7TT2HT4BG937694
2020-03-17,Radius,Form,0,Rear Window,0,WP1AE2A22DL913716
2020-03-28,Radius,Form,0,Rear Window,0,JTDKTUD38DD627832
2020-04-13,Radius,Form,0,Rear Window,0,WBAYF4C58FG133487
2020-03-05,Radius,Form,0,Side Front Body,0,JM1GJ1T68E1533653
2020-03-14,Radius,Form,0,Side Front Body,0,1G6AK5SX2D0280034
2020-03-22,Radius,Form,0,Side Front Body,0,WAUWGAFC3FN591902
2020-04-14,Radius,Form,0,Side Front Body,0,JTEBU5JR8B5937817
2020-04-25,Radius,Form,0,Side Front Body,0,5TDBK3EH4BS104591
2020-04-28,Radius,Form,0,Side Front Body,0,WAUMFAFR8FA659911
2020-03-08,Radius,Form,0,Side Grill,0,WDDGF4HB1EA675082
2020-03-16,Radius,Form,0,Side Grill,0,KMHGH4JHXDU934728
2020-04-15,Radius,Form,0,Side Grill,0,JH4CU25639C035913
2020-04-09,Radius,Form,0,Skirt,0,1G4GD5GG9AF990742
2020-04-29,Radius,Form,0,Skirt,0,WAUJC58E74A465056
2020-03-30,Radius,Form,0,Windows,0,4JGDF2EE9DA024972
2020-04-08,Radius,Form,0,Windows,0,WAU2GAFC4EN619381
2020-04-23,Radius,Form,0,Windows,0,WAU3GAFRXEA733787
2020-04-17,Radius,Form,0,Windscreen,0,WDDGF4HB5CR519982
2020-04-13,Radius,Form,0,Wing Mirror,0,1D7RV1CP9BS889031
2020-04-29,Radius,Form,0,Wing Mirror,0,1FMJK2A58AE208631
2020-03-20,Radius,Form,0,Door Handle,0,1C6RD7LP7CS894138
2020-04-09,Radius,Form,0,Door Handle,0,1C4SDHCT9CC548017
2020-04-25,Radius,Form,0,Door Handle,0,3VWJP7AT5CM077270
2020-03-06,Crack,Form,0,Bonite,0,5XYZG3AB6BG373495
2020-04-04,Crack,Form,0,Bonite,0,JM1BL1K34B1468355
2020-04-07,Crack,Form,0,Bonite,0,WDDEJ8GB1AA180292
2020-04-15,Crack,Form,0,Bonite,0,3D73M3CL7AG544992
2020-03-01,Crack,Form,0,Exhaust,0,WAUBC48H96K419606
2020-03-10,Crack,Form,0,Exhaust,0,WAUEG78E16A496906
2020-03-15,Crack,Form,0,Exhaust,0,WAUBFAFL9DA651283
2020-04-02,Crack,Form,0,Exhaust,0,1ZVBP8AM5B5001328
2020-04-15,Crack,Form,0,Front Wheel,0,1G6KF54915U215841
2020-04-27,Crack,Form,0,Front Wheel,0,WA1VKAFP4AA116236
2020-03-05,Crack,Form,0,Large Body Part,0,1GYEC63N66R358788
2020-03-28,Crack,Form,0,Large Body Part,0,KNDPB3AC0E7454315
2020-04-10,Crack,Form,0,Large Body Part,0,WA1CKAFP1AA263508
2020-03-02,Crack,Form,0,Light 1,0,JM3KE2BE0E0271332
2020-03-14,Crack,Form,0,Light 1,0,SCBCR7ZA9AC495213
2020-03-17,Crack,Form,0,Light 1,0,1GKS1GEJ9DR775659
2020-03-31,Crack,Form,0,Light 1,0,1G6D25EY3B0470858
2020-04-03,Crack,Form,0,Light 1,0,1G6DN56S050319630
2020-04-01,Crack,Form,0,Light 2,0,SAJWA4DB6EL803302
2020-04-14,Crack,Form,0,Light 2,0,5GALRBEDXAJ528202
2020-03-02,Crack,Form,0,Rear Bumper,0,1HGCR2E59DA967890
2020-04-01,Crack,Form,0,Rear Bumper,0,WBAVB33566P641532
2020-04-11,Crack,Form,0,Rear Bumper,0,WAUNF78P36A001027
2020-04-12,Crack,Form,0,Rear Bumper,0,1FTMF1E89AK541233
2020-04-17,Crack,Form,0,Rear Bumper,0,YV440MBM0F1134323
2020-04-18,Crack,Form,0,Rear Bumper,0,WAUNF78P16A945019
2020-03-28,Crack,Form,0,Rear Light,0,WAUJT64B23N946843
2020-03-08,Crack,Form,0,Rear Lower Body Part,0,WA1DGAFE7CD848163
2020-03-23,Crack,Form,0,Rear Lower Body Part,0,5FPYK1F26BB959099
2020-04-12,Crack,Form,0,Rear Upper Body Part,0,1G6KD54Y95U928886
2020-03-01,Crack,Form,0,Rear Wheels,0,2FMGK5BC3CB033440
2020-03-19,Crack,Form,0,Rear Wheels,0,19UUA8F5XEA099235
2020-04-13,Crack,Form,0,Rear Wheels,0,3D7TP2HT7AG964830
2020-04-12,Crack,Form,0,Rear Window,0,SALFR2BG4EH222189
2020-03-11,Crack,Form,0,Side Front Body,0,3C3CFFAR3FT359807
2020-03-26,Crack,Form,0,Side Front Body,0,JH4CU2F84CC523114
2020-04-26,Crack,Form,0,Side Front Body,0,1G4HP52K05U329903
2020-03-04,Crack,Form,0,Side Grill,0,2D4RN5DG1BR056540
2020-03-19,Crack,Form,0,Side Grill,0,1FADP5CUXEL338588
2020-03-21,Crack,Form,0,Side Grill,0,1GD01ZCG2EF049582
2020-04-14,Crack,Form,0,Side Grill,0,WAUDH98E68A937288
2020-04-17,Crack,Form,0,Skirt,0,WBAAN374X1N201678
2020-04-27,Crack,Form,0,Skirt,0,2G61W5S80F9236037
2020-03-17,Crack,Form,0,Spoiler,0,5N1AA0NC0EN230311
2020-04-04,Crack,Form,0,Spoiler,0,WP0CA2A81BS650456
2020-03-07,Crack,Form,0,Windows,0,WBADT53433C614349
2020-04-07,Crack,Form,0,Windows,0,WAUGL68E95A033294
2020-04-10,Crack,Form,0,Windows,0,SCBDC47L08C451992
2020-04-21,Crack,Form,0,Windows,0,19UYA42711A509254
2020-03-28,Crack,Form,0,Windscreen,0,1G6AE5SX1D0190137
2020-04-02,Crack,Form,0,Windscreen,0,SALVE2BG4FH502347
2020-04-24,Crack,Form,0,Windscreen,0,3D73Y4HL4AG595269
2020-03-18,Crack,Form,0,Wing Mirror,0,JTHBL5EF0F5138254
2020-03-19,Crack,Form,0,Wing Mirror,0,1N4AL3AP1DC000852
2020-03-23,Crack,Form,0,Door Handle,0,JTHBS1BL9D5927683
2020-04-14,Crack,Form,0,Door Handle,0,4T1BD1FK9FU769251
2020-03-05,Apeture Size,Form,0,Bonite,0,1G4PT5SV8D4962634
2020-03-06,Apeture Size,Form,0,Bonite,0,3GTU1YEJ6BG929879
2020-04-19,Apeture Size,Form,0,Bonite,0,WAUDF98E17A176366
2020-03-17,Apeture Size,Form,0,Door,0,19UUA9E58CA946659
2020-03-27,Apeture Size,Form,0,Door,0,SCFBF04B78G449120
2020-03-01,Apeture Size,Form,0,Exhaust,0,1G6DC8EG4A0960391
2020-03-29,Apeture Size,Form,0,Front Wheel,0,19UUA8F21EA114940
2020-04-09,Apeture Size,Form,0,Front Wheel,0,WAUPEAFMXAA846483
2020-04-26,Apeture Size,Form,0,Fuel Cap Cover,0,JN1BJ0HP1FM393874
2020-03-08,Apeture Size,Form,0,Large Body Part,0,JM1NC2JF3C0076134
2020-04-05,Apeture Size,Form,0,Large Body Part,0,2HNYD28807H327222
2020-04-14,Apeture Size,Form,0,Large Body Part,0,1G6AH1RXXF0061340
2020-04-20,Apeture Size,Form,0,Large Body Part,0,WAULC68E52A525895
2020-04-23,Apeture Size,Form,0,Large Body Part,0,1J4AA2D15AL477582
2020-04-25,Apeture Size,Form,0,Large Body Part,0,1G6DM8E36D0649785
2020-03-05,Apeture Size,Form,0,Light 1,0,1G6DL8E34C0905651
2020-04-15,Apeture Size,Form,0,Light 1,0,WDDEJ7GB5AA603403
2020-04-21,Apeture Size,Form,0,Light 2,0,WAUGFAFC0EN989154
2020-04-29,Apeture Size,Form,0,Rear Bumper,0,WAUBH54B61N562738
2020-03-01,Apeture Size,Form,0,Rear Light,0,WAUHF68P16A218499
2020-03-25,Apeture Size,Form,0,Rear Lower Body Part,0,3N1CN7AP9FL597487
2020-04-27,Apeture Size,Form,0,Rear Lower Body Part,0,5UXWZ7C55F0862556
2020-03-12,Apeture Size,Form,0,Rear Upper Body Part,0,JM1DE1KY8D0282499
2020-03-13,Apeture Size,Form,0,Rear Upper Body Part,0,WA1YD64B64N352380
2020-04-06,Apeture Size,Form,0,Rear Upper Body Part,0,WAULF78K59A004298
2020-04-08,Apeture Size,Form,0,Rear Window,0,3C3CFFER2DT723612
2020-03-08,Apeture Size,Form,0,Side Front Body,0,1D4PU5GK0AW926827
2020-03-19,Apeture Size,Form,0,Side Front Body,0,3GYFNFE30FS607352
2020-04-10,Apeture Size,Form,0,Side Front Body,0,WDDEJ7KB6AA255893
2020-04-19,Apeture Size,Form,0,Side Front Body,0,5BZBF0AA8FN613199
2020-03-03,Apeture Size,Form,0,Side Grill,0,3D7JV1EP2BG351014
2020-03-27,Apeture Size,Form,0,Skirt,0,WDDEJ9EB5EA698257
2020-04-20,Apeture Size,Form,0,Spoiler,0,4T1BF1FK8EU582625
2020-04-26,Apeture Size,Form,0,Spoiler,0,5GADX33L85D707403
2020-04-01,Apeture Size,Form,0,Windscreen,0,SCFPDCGP9EG149501
2020-04-03,Apeture Size,Form,0,Windscreen,0,WA1CMAFP1FA206968
2020-04-06,Apeture Size,Form,0,Windscreen,0,WBAVC93588K777631
2020-04-16,Apeture Size,Form,0,Windscreen,0,WAUEV74F78N801650
2020-04-17,Apeture Size,Form,0,Windscreen,0,2G4WS55J441750185
2020-03-02,Apeture Size,Form,0,Wing Mirror,0,JA32X8HW5AU273231
2020-04-15,Apeture Size,Form,0,Wing Mirror,0,3D73M4CL5BG625061
2020-04-19,Apeture Size,Form,0,Wing Mirror,0,WVGAV7AX9CW620157
2020-03-08,Apeture Size,Form,0,Door Handle,0,WBAUP7C53DV604113
2020-03-11,Apeture Size,Form,0,Door Handle,0,1GD322CGXEF750856
2020-04-19,Overall Dimensions,Form,0,Bonite,0,WBAHL03596D801641
2020-04-23,Overall Dimensions,Form,0,Bonite,0,WBAKG1C53DJ026851
2020-03-27,Overall Dimensions,Form,0,Door,0,1FMEU5DE6AU000861
2020-04-26,Overall Dimensions,Form,0,Door,0,3VW1K7AJ3DM623112
2020-03-21,Overall Dimensions,Form,0,Exhaust,0,1G6AC1RX5F0264456
2020-03-31,Overall Dimensions,Form,0,Exhaust,0,1ZVBP8AM6E5822104
2020-03-03,Overall Dimensions,Form,0,Front Wheel,0,WA1C8BFP4DA791505
